,occupation,throughput_share,permission_breadth,sole_candidate_contexts,criticality_score
User_31,0.18844999999999998,0.008986217921827747,11,0,0.1822926289647946
User_97,0.3529,0.0010211509685768593,11,0,0.1831368963914414
User_34,0.1472,0.0035719575086348597,16,0,0.20485549115861257
User_54,0.166925,0.006454572096804254,16,0,0.23631369428152119
User_25,0.19292499999999999,0.005261794687930269,16,0,0.23699066785579653
User_66,0.1966,0.005499435922165178,16,0,0.24040536341360186
User_13,0.15757500000000002,0.008353431381411232,16,0,0.24807970004180369
User_32,0.231325,0.006101453665639261,16,0,0.2592435193714302
User_45,0.21255,0.007926458678928163,16,0,0.2666280961522526
User_33,0.244525,0.0066697502213227434,16,0,0.26917783286570185
User_78,0.24807500000000002,0.00633752581878746,17,0,0.28455319938094065
User_70,0.245875,0.008367681513570683,17,0,0.3002580072947768
User_11,0.24382500000000001,0.009250528397885965,17,0,0.30664925488090156
User_102,0.45620000000000005,0.01128020328271363,11,0,0.30836291165546
User_115,0.644775,0.0037109490092529273,11,0,0.3221115790088248
User_125,0.7773249999999999,0.0016835649438914657,9,0,0.3253471158431473
User_58,0.327475,0.009092003657013955,17,0,0.3388853374663674
User_12,0.29569999999999996,0.011040961701678419,17,0,0.34207155590165317
User_67,0.31479999999999997,0.0104415982019533,17,0,0.34483093419882194
User_47,0.31594999999999995,0.010389690235395868,17,0,0.3448678177707666
User_56,0.261925,0.01307136412136731,17,0,0.3451214836918316
User_63,0.29552500000000004,0.011949061462904826,17,0,0.3494207204905063
User_43,0.31782499999999997,0.011701696646771481,17,0,0.35633870755170227
User_23,0.24305,0.015932234154519352,17,0,0.3609291506115788
User_44,0.29917499999999997,0.013364817907089183,17,0,0.36245077583813623
User_7,0.298,0.013582840869548335,17,0,0.36376105584216134
User_40,0.2572,0.016071517758162315,17,0,0.36773917202554374
User_37,0.3399,0.012431088160144422,17,0,0.37114675125338226
User_52,0.37725,0.011665771035215391,17,0,0.37986580863682085
User_57,0.276675,0.01696666456486244,17,0,0.3828592470672584
User_24,0.41665,0.010183752706163356,17,0,0.3835510540006942
User_71,0.28805000000000003,0.016706811664861328,17,0,0.38529589855185165
User_51,0.3006,0.016657840176241747,17,0,0.38992648423185283
User_17,0.27965,0.01783207640728826,17,0,0.39112232804571023
User_19,0.305275,0.01662586835537525,17,0,0.3915392517876052
User_117,0.9237,0.00333956877383761,9,0,0.3975516035982551
User_38,0.3564,0.015352584680096195,17,0,0.40162987860607524
User_120,0.9186999999999999,0.004644940628227096,9,0,0.40621243184154565
User_122,0.960275,0.0029560325666116768,9,0,0.4090792091990422
User_121,0.9284999999999999,0.0049140363797087,9,0,0.4123393329431088
User_113,0.941325,0.004512716499310585,9,0,0.414201412729905
User_118,0.976175,0.003917920790372273,9,0,0.42331152658401894
User_119,0.9813999999999999,0.0036735221739540307,9,0,0.4234092032922316
User_100,0.569475,0.01994076587682307,11,0,0.4245275187295652
User_35,0.314975,0.020798991334866093,17,0,0.42952256604614225
User_133,0.9907999999999999,0.0040246950482744565,9,0,0.4300463462910638
User_126,0.99085,0.004261434328647934,9,0,0.4320005849365533
User_116,0.9577249999999999,0.0061193167220790394,9,0,0.4339015514564413
User_123,0.9787250000000001,0.00549419007240454,9,0,0.43721205932538854
User_39,0.323925,0.02142616459731024,17,0,0.4382342910282935
User_112,0.99335,0.005177470187288281,9,0,0.4404868672446003
User_26,0.2868,0.024249523470676528,17,0,0.44641994051287304
User_95,0.52095,0.00950000966565933,21,0,0.4864402794574435
User_15,0.8249,0.005432743577498979,17,0,0.5083823357284656
User_90,0.6218250000000001,0.028181431543630776,11,0,0.5128396072871717
User_18,0.8418749999999999,0.006730496785995169,17,0,0.5257896369988174
User_46,0.921775,0.004134087249852637,17,0,0.5366046344162924
User_36,0.8710749999999999,0.006752318041473888,17,0,0.5376727928415485
User_2,0.9271750000000001,0.004689626738785455,17,0,0.5433080766093036
User_28,0.8613,0.00795901569583448,17,0,0.5436133704164089
User_83,0.579725,0.013773399550229624,21,0,0.5449145922150469
User_16,0.9900249999999999,0.0021869801751435575,17,0,0.5480546084613301
User_4,0.9424,0.004807269435457213,17,0,0.5503722042060412
User_61,0.93955,0.005042258181885768,17,0,0.5511496704727308
User_21,0.940325,0.005118191537293772,17,0,0.5520807177292091
User_14,0.321425,0.035524196733995664,17,0,0.5524152358910677
User_3,0.94555,0.005176547241333644,17,0,0.5546519434460012
User_60,0.9310499999999999,0.005958885140461304,17,0,0.5552314122464089
User_109,0.462375,0.020834768869776372,21,0,0.5555670974420919
User_42,0.951925,0.005119776493264986,17,0,0.55674354805853
User_48,0.973325,0.004391651542264773,17,0,0.5593728848086985
User_41,0.9605499999999999,0.0050399203154480035,17,0,0.5595484577591232
User_99,0.4769,0.021172100433034365,21,0,0.5641455203436414
User_49,0.87595,0.009959423172513932,17,0,0.5658294838478893
User_10,0.928425,0.00898990590424797,17,0,0.5789430785202015
User_5,0.923925,0.00924679377181303,17,0,0.5792380584624558
User_27,0.892325,0.009041063846572849,19,0,0.5982236297062604
User_30,0.514775,0.023759498437531584,21,0,0.600467219271273
User_53,0.997875,0.005064871347393144,19,0,0.6080474386436606
User_87,0.519225,0.025115688095309084,21,0,0.6133312863301519
User_29,0.47865,0.02920528234322469,21,0,0.6304793333498415
User_68,0.50685,0.027868409534395247,21,0,0.6308608994949148
User_75,0.5827,0.04895869366776446,21,0,0.8335763497432043
