case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource
case_000006,A_Submitted,2016-01-01T00:42:19.826890,complete,
case_000006,W_Handle leads,2016-01-01T00:42:19.826890,start,
case_000006,W_Handle leads,2016-01-01T00:43:58.688839,complete,
case_000006,W_Complete application,2016-01-01T00:43:58.688839,start,
case_000001,W_Complete application,2016-01-01T00:45:16.082653,complete,
case_000001,W_Complete application,2016-01-01T00:45:16.082653,start,
case_000006,W_Complete application,2016-01-01T00:45:38.103288,complete,
case_000006,W_Complete application,2016-01-01T00:45:38.103288,start,
case_000007,__PROCESS_START__,2016-01-01T00:47:04.955519,start,
case_000007,A_Create Application,2016-01-01T00:47:04.955519,start,
case_000007,A_Create Application,2016-01-01T00:47:36.755024,complete,
case_000007,A_Submitted,2016-01-01T00:47:36.755024,start,
case_000007,A_Submitted,2016-01-01T00:47:56.296638,complete,
case_000007,W_Handle leads,2016-01-01T00:47:56.296638,start,
case_000008,__PROCESS_START__,2016-01-01T00:51:11.089940,start,
case_000008,A_Create Application,2016-01-01T00:51:11.089940,start,
case_000007,W_Handle leads,2016-01-01T00:51:55.615858,complete,
case_000007,W_Handle leads,2016-01-01T00:51:55.615858,start,
case_000008,A_Create Application,2016-01-01T00:52:05.553864,complete,
case_000008,A_Concept,2016-01-01T00:52:05.553864,start,
case_000001,W_Complete application,2016-01-01T00:52:18.523961,complete,
case_000001,W_Call after offers,2016-01-01T00:52:18.523961,start,
case_000007,W_Handle leads,2016-01-01T00:54:50.899320,complete,
case_000007,W_Handle leads,2016-01-01T00:54:50.899320,start,
case_000009,__PROCESS_START__,2016-01-01T00:55:35.934662,start,
case_000009,A_Create Application,2016-01-01T00:55:35.934662,start,
case_000009,A_Create Application,2016-01-01T00:56:33.193606,complete,
case_000009,A_Concept,2016-01-01T00:56:33.193606,start,
case_000007,W_Handle leads,2016-01-01T00:56:44.129548,complete,
case_000007,W_Handle leads,2016-01-01T00:56:44.129548,start,
case_000008,A_Concept,2016-01-01T00:57:18.821254,complete,
case_000008,W_Complete application,2016-01-01T00:57:18.821254,start,
case_000007,W_Handle leads,2016-01-01T00:57:34.373398,complete,
case_000007,W_Handle leads,2016-01-01T00:57:34.373398,start,
case_000007,W_Handle leads,2016-01-01T00:57:47.454320,complete,
case_000007,W_Handle leads,2016-01-01T00:57:47.454320,start,
case_000007,W_Handle leads,2016-01-01T00:59:05.250713,complete,
case_000007,W_Handle leads,2016-01-01T00:59:05.250713,start,
case_000009,A_Concept,2016-01-01T01:01:39.688780,complete,
case_000009,A_Accepted,2016-01-01T01:01:39.688780,start,
case_000004,W_Handle leads,2016-01-01T01:02:11.870236,complete,
case_000004,W_Handle leads,2016-01-01T01:02:11.870236,start,
case_000010,__PROCESS_START__,2016-01-01T01:02:45.682217,start,
case_000010,A_Create Application,2016-01-01T01:02:45.682217,start,
case_000004,W_Handle leads,2016-01-01T01:03:04.588786,complete,
case_000004,W_Handle leads,2016-01-01T01:03:04.588786,start,
case_000004,W_Handle leads,2016-01-01T01:03:39.006610,complete,
case_000004,W_Handle leads,2016-01-01T01:03:39.006610,start,
case_000007,W_Handle leads,2016-01-01T01:05:47.305692,complete,
case_000007,W_Handle leads,2016-01-01T01:05:47.305692,start,
case_000009,A_Accepted,2016-01-01T01:05:50.541921,complete,
case_000009,O_Create Offer,2016-01-01T01:05:50.541921,start,
case_000004,W_Handle leads,2016-01-01T01:05:52.744436,complete,
case_000004,W_Handle leads,2016-01-01T01:05:52.744436,start,
case_000010,A_Create Application,2016-01-01T01:07:40.857697,complete,
case_000010,A_Submitted,2016-01-01T01:07:40.857697,start,
case_000010,A_Submitted,2016-01-01T01:07:46.576329,complete,
case_000010,W_Handle leads,2016-01-01T01:07:46.576329,start,
case_000011,__PROCESS_START__,2016-01-01T01:11:14.707308,start,
case_000011,A_Create Application,2016-01-01T01:11:14.707308,start,
case_000011,A_Create Application,2016-01-01T01:11:28.644067,complete,
case_000011,A_Submitted,2016-01-01T01:11:28.644067,start,
case_000004,W_Handle leads,2016-01-01T01:11:58.631631,complete,
case_000004,W_Handle leads,2016-01-01T01:11:58.631631,start,
case_000011,A_Submitted,2016-01-01T01:13:02.879997,complete,
case_000011,W_Handle leads,2016-01-01T01:13:02.879997,start,
case_000006,W_Complete application,2016-01-01T01:14:08.363911,complete,
case_000006,W_Call after offers,2016-01-01T01:14:08.363911,start,
case_000011,W_Handle leads,2016-01-01T01:16:56.836093,complete,
case_000011,W_Handle leads,2016-01-01T01:16:56.836093,start,
case_000009,O_Create Offer,2016-01-01T01:17:14.856182,complete,
case_000009,O_Created,2016-01-01T01:17:14.856182,start,
case_000009,O_Created,2016-01-01T01:17:49.199988,complete,
case_000009,O_Sent (mail and online),2016-01-01T01:17:49.199988,start,
case_000011,W_Handle leads,2016-01-01T01:18:09.488349,complete,
case_000011,W_Complete application,2016-01-01T01:18:09.488349,start,
case_000009,O_Sent (mail and online),2016-01-01T01:18:26.444522,complete,
case_000009,W_Complete application,2016-01-01T01:18:26.444522,start,
case_000004,W_Handle leads,2016-01-01T01:20:52.788191,complete,
case_000004,W_Complete application,2016-01-01T01:20:52.788191,start,
case_000007,W_Handle leads,2016-01-01T01:22:01.399765,complete,
case_000007,W_Handle leads,2016-01-01T01:22:01.399765,start,
case_000007,W_Handle leads,2016-01-01T01:22:55.116790,complete,
case_000007,W_Handle leads,2016-01-01T01:22:55.116790,start,
case_000012,__PROCESS_START__,2016-01-01T01:44:06.759713,start,
case_000012,A_Create Application,2016-01-01T01:44:06.759713,start,
case_000012,A_Create Application,2016-01-01T01:44:49.294395,complete,
case_000012,A_Submitted,2016-01-01T01:44:49.294395,start,
case_000012,A_Submitted,2016-01-01T01:45:45.632687,complete,
case_000012,W_Handle leads,2016-01-01T01:45:45.632687,start,
case_000012,W_Handle leads,2016-01-01T01:46:09.807271,complete,
case_000012,W_Complete application,2016-01-01T01:46:09.807271,start,
case_000012,W_Complete application,2016-01-01T01:47:00.532050,complete,
case_000012,W_Call after offers,2016-01-01T01:47:00.532050,start,
case_000012,W_Call after offers,2016-01-01T01:47:34.647401,complete,
case_000007,W_Handle leads,2016-01-01T01:55:31.896554,complete,
case_000007,W_Handle leads,2016-01-01T01:55:31.896554,start,
case_000001,W_Call after offers,2016-01-01T01:55:59.225086,complete,
case_000007,W_Handle leads,2016-01-01T01:57:23.177487,complete,
case_000007,W_Complete application,2016-01-01T01:57:23.177487,start,
case_000013,__PROCESS_START__,2016-01-01T01:59:50.275581,start,
case_000013,A_Create Application,2016-01-01T01:59:50.275581,start,
case_000013,A_Create Application,2016-01-01T02:04:03.435842,complete,
case_000013,W_Complete application,2016-01-01T02:04:03.435842,start,
case_000014,__PROCESS_START__,2016-01-01T02:06:56.675337,start,
case_000014,A_Create Application,2016-01-01T02:06:56.675337,start,
case_000015,__PROCESS_START__,2016-01-01T02:09:00.755223,start,
case_000015,A_Create Application,2016-01-01T02:09:00.755223,start,
case_000016,__PROCESS_START__,2016-01-01T02:10:23.772043,start,
case_000016,A_Create Application,2016-01-01T02:10:23.772043,start,
case_000016,A_Create Application,2016-01-01T02:10:34.517518,complete,
case_000016,A_Submitted,2016-01-01T02:10:34.517518,start,
case_000016,A_Submitted,2016-01-01T02:10:38.820975,complete,
case_000016,W_Handle leads,2016-01-01T02:10:38.820975,start,
case_000014,A_Create Application,2016-01-01T02:11:09.132887,complete,
case_000014,W_Complete application,2016-01-01T02:11:09.132887,start,
case_000016,W_Handle leads,2016-01-01T02:14:12.317423,complete,
case_000016,W_Handle leads,2016-01-01T02:14:12.317423,start,
case_000015,A_Create Application,2016-01-01T02:14:53.136418,complete,
case_000015,A_Submitted,2016-01-01T02:14:53.136418,start,
case_000002,W_Complete application,2016-01-01T02:15:09.000924,complete,
case_000002,W_Complete application,2016-01-01T02:15:09.000924,start,
case_000015,A_Submitted,2016-01-01T02:16:56.683251,complete,
case_000015,W_Handle leads,2016-01-01T02:16:56.683251,start,
case_000017,__PROCESS_START__,2016-01-01T02:19:03.300801,start,
case_000017,A_Create Application,2016-01-01T02:19:03.300801,start,
case_000017,A_Create Application,2016-01-01T02:19:30.250811,complete,
case_000017,A_Submitted,2016-01-01T02:19:30.250811,start,
case_000016,W_Handle leads,2016-01-01T02:22:00.505757,complete,
case_000016,W_Complete application,2016-01-01T02:22:00.505757,start,
case_000017,A_Submitted,2016-01-01T02:24:49.969447,complete,
case_000017,W_Handle leads,2016-01-01T02:24:49.969447,start,
case_000016,W_Complete application,2016-01-01T02:24:59.020757,complete,
case_000016,W_Complete application,2016-01-01T02:24:59.020757,start,
case_000017,W_Handle leads,2016-01-01T02:29:14.120483,complete,
case_000017,W_Handle leads,2016-01-01T02:29:14.120483,start,
case_000013,W_Complete application,2016-01-01T02:31:11.262472,complete,
case_000013,W_Complete application,2016-01-01T02:31:11.262472,start,
case_000015,W_Handle leads,2016-01-01T02:31:22.941239,complete,
case_000015,W_Handle leads,2016-01-01T02:31:22.941239,start,
case_000016,W_Complete application,2016-01-01T02:32:29.727964,complete,
case_000016,A_Accepted,2016-01-01T02:32:29.727964,start,
case_000016,A_Accepted,2016-01-01T02:36:25.349399,complete,
case_000016,O_Create Offer,2016-01-01T02:36:25.349399,start,
case_000015,W_Handle leads,2016-01-01T02:36:58.515539,complete,
case_000015,W_Complete application,2016-01-01T02:36:58.515539,start,
case_000016,O_Create Offer,2016-01-01T02:37:46.893840,complete,
case_000016,O_Created,2016-01-01T02:37:46.893840,start,
case_000016,O_Created,2016-01-01T02:38:12.285805,complete,
case_000016,O_Sent (mail and online),2016-01-01T02:38:12.285805,start,
case_000016,O_Sent (mail and online),2016-01-01T02:41:16.527648,complete,
case_000016,W_Call after offers,2016-01-01T02:41:16.527648,start,
case_000017,W_Handle leads,2016-01-01T02:42:02.437576,complete,
case_000017,W_Handle leads,2016-01-01T02:42:02.437576,start,
case_000007,W_Complete application,2016-01-01T02:50:08.096610,complete,
case_000007,W_Complete application,2016-01-01T02:50:08.096610,start,
case_000017,W_Handle leads,2016-01-01T02:50:30.010561,complete,
case_000017,W_Handle leads,2016-01-01T02:50:30.010561,start,
case_000017,W_Handle leads,2016-01-01T02:52:03.977650,complete,
case_000017,W_Complete application,2016-01-01T02:52:03.977650,start,
case_000017,W_Complete application,2016-01-01T02:53:23.195467,complete,
case_000017,W_Complete application,2016-01-01T02:53:23.195467,start,
case_000003,W_Call after offers,2016-01-01T02:59:44.048664,complete,
case_000018,__PROCESS_START__,2016-01-01T02:59:47.252503,start,
case_000018,A_Create Application,2016-01-01T02:59:47.252503,start,
case_000017,W_Complete application,2016-01-01T03:00:11.035320,complete,
case_000017,W_Complete application,2016-01-01T03:00:11.035320,start,
case_000018,A_Create Application,2016-01-01T03:03:44.628280,complete,
case_000018,A_Submitted,2016-01-01T03:03:44.628280,start,
case_000018,A_Submitted,2016-01-01T03:04:20.347441,complete,
case_000018,W_Handle leads,2016-01-01T03:04:20.347441,start,
case_000016,W_Call after offers,2016-01-01T03:05:29.806665,complete,
case_000018,W_Handle leads,2016-01-01T03:06:03.800274,complete,
case_000018,W_Complete application,2016-01-01T03:06:03.800274,start,
case_000019,__PROCESS_START__,2016-01-01T03:06:13.025184,start,
case_000019,A_Create Application,2016-01-01T03:06:13.025184,start,
case_000019,A_Create Application,2016-01-01T03:07:23.276160,complete,
case_000019,W_Complete application,2016-01-01T03:07:23.276160,start,
case_000020,__PROCESS_START__,2016-01-01T03:11:24.102270,start,
case_000020,A_Create Application,2016-01-01T03:11:24.102270,start,
case_000004,W_Complete application,2016-01-01T03:23:11.776893,complete,
case_000004,A_Accepted,2016-01-01T03:23:11.776893,start,
case_000015,W_Complete application,2016-01-01T03:23:17.889907,complete,
case_000015,A_Accepted,2016-01-01T03:23:17.889907,start,
case_000002,W_Complete application,2016-01-01T03:23:49.422362,complete,
case_000002,W_Complete application,2016-01-01T03:23:49.422362,start,
case_000021,__PROCESS_START__,2016-01-01T03:24:30.945374,start,
case_000021,A_Create Application,2016-01-01T03:24:30.945374,start,
case_000022,__PROCESS_START__,2016-01-01T03:25:14.795420,start,
case_000022,A_Create Application,2016-01-01T03:25:14.795420,start,
case_000019,W_Complete application,2016-01-01T03:25:24.734279,complete,
case_000019,W_Complete application,2016-01-01T03:25:24.734279,start,
case_000022,A_Create Application,2016-01-01T03:25:43.652665,complete,
case_000022,A_Concept,2016-01-01T03:25:43.652665,start,
case_000021,A_Create Application,2016-01-01T03:25:50.725461,complete,
case_000021,W_Complete application,2016-01-01T03:25:50.725461,start,
case_000020,A_Create Application,2016-01-01T03:25:52.865500,complete,
case_000020,A_Submitted,2016-01-01T03:25:52.865500,start,
case_000020,A_Submitted,2016-01-01T03:26:25.861060,complete,
case_000020,W_Handle leads,2016-01-01T03:26:25.861060,start,
case_000015,A_Accepted,2016-01-01T03:27:04.505403,complete,
case_000015,O_Create Offer,2016-01-01T03:27:04.505403,start,
case_000022,A_Concept,2016-01-01T03:27:16.100991,complete,
case_000022,W_Complete application,2016-01-01T03:27:16.100991,start,
case_000015,O_Create Offer,2016-01-01T03:27:54.958874,complete,
case_000015,O_Created,2016-01-01T03:27:54.958874,start,
case_000015,O_Created,2016-01-01T03:28:20.925397,complete,
case_000015,O_Sent (mail and online),2016-01-01T03:28:20.925397,start,
case_000023,__PROCESS_START__,2016-01-01T03:29:05.357882,start,
case_000023,A_Create Application,2016-01-01T03:29:05.357882,start,
case_000023,A_Create Application,2016-01-01T03:29:12.421595,complete,
case_000023,A_Submitted,2016-01-01T03:29:12.421595,start,
case_000023,A_Submitted,2016-01-01T03:29:54.353451,complete,
case_000023,W_Handle leads,2016-01-01T03:29:54.353451,start,
case_000004,A_Accepted,2016-01-01T03:30:08.614575,complete,
case_000004,O_Create Offer,2016-01-01T03:30:08.614575,start,
case_000015,O_Sent (mail and online),2016-01-01T03:31:06.312903,complete,
case_000015,W_Complete application,2016-01-01T03:31:06.312903,start,
case_000004,O_Create Offer,2016-01-01T03:31:10.288545,complete,
case_000004,O_Created,2016-01-01T03:31:10.288545,start,
case_000004,O_Created,2016-01-01T03:31:18.332925,complete,
case_000004,O_Sent (mail and online),2016-01-01T03:31:18.332925,start,
case_000004,O_Sent (mail and online),2016-01-01T03:35:43.519759,complete,
case_000004,W_Complete application,2016-01-01T03:35:43.519759,start,
case_000004,W_Complete application,2016-01-01T03:38:28.793457,complete,
case_000004,W_Complete application,2016-01-01T03:38:28.793457,start,
case_000024,__PROCESS_START__,2016-01-01T03:41:26.209932,start,
case_000024,A_Create Application,2016-01-01T03:41:26.209932,start,
case_000020,W_Handle leads,2016-01-01T03:42:24.440937,complete,
case_000020,W_Handle leads,2016-01-01T03:42:24.440937,start,
case_000024,A_Create Application,2016-01-01T03:43:11.363839,complete,
case_000024,W_Complete application,2016-01-01T03:43:11.363839,start,
case_000004,W_Complete application,2016-01-01T03:44:48.230214,complete,
case_000004,W_Complete application,2016-01-01T03:44:48.230214,start,
case_000004,W_Complete application,2016-01-01T03:47:22.206400,complete,
case_000004,W_Complete application,2016-01-01T03:47:22.206400,start,
case_000020,W_Handle leads,2016-01-01T03:48:05.697948,complete,
case_000020,W_Handle leads,2016-01-01T03:48:05.697948,start,
case_000023,W_Handle leads,2016-01-01T03:49:21.938877,complete,
case_000023,W_Handle leads,2016-01-01T03:49:21.938877,start,
case_000020,W_Handle leads,2016-01-01T03:50:14.731710,complete,
case_000020,W_Complete application,2016-01-01T03:50:14.731710,start,
case_000023,W_Handle leads,2016-01-01T03:50:31.315225,complete,
case_000023,W_Handle leads,2016-01-01T03:50:31.315225,start,
case_000002,W_Complete application,2016-01-01T03:52:18.549652,complete,
case_000002,W_Complete application,2016-01-01T03:52:18.549652,start,
case_000023,W_Handle leads,2016-01-01T03:52:37.502683,complete,
case_000023,W_Complete application,2016-01-01T03:52:37.502683,start,
case_000023,W_Complete application,2016-01-01T03:58:08.054850,complete,
case_000023,W_Complete application,2016-01-01T03:58:08.054850,start,
case_000022,W_Complete application,2016-01-01T04:00:04.408039,complete,
case_000022,A_Concept,2016-01-01T04:00:04.408039,start,
case_000024,W_Complete application,2016-01-01T04:02:44.496374,complete,
case_000024,O_Create Offer,2016-01-01T04:02:44.496374,start,
case_000009,W_Complete application,2016-01-01T04:02:48.459616,complete,
case_000009,W_Complete application,2016-01-01T04:02:48.459616,start,
case_000025,__PROCESS_START__,2016-01-01T04:02:59.388805,start,
case_000025,A_Create Application,2016-01-01T04:02:59.388805,start,
case_000022,A_Concept,2016-01-01T04:04:48.183974,complete,
case_000022,W_Complete application,2016-01-01T04:04:48.183974,start,
case_000025,A_Create Application,2016-01-01T04:06:23.249405,complete,
case_000025,A_Submitted,2016-01-01T04:06:23.249405,start,
case_000025,A_Submitted,2016-01-01T04:06:30.608533,complete,
case_000025,W_Handle leads,2016-01-01T04:06:30.608533,start,
case_000025,W_Handle leads,2016-01-01T04:06:35.844050,complete,
case_000025,W_Handle leads,2016-01-01T04:06:35.844050,start,
case_000022,W_Complete application,2016-01-01T04:07:08.938896,complete,
case_000022,A_Concept,2016-01-01T04:07:08.938896,start,
case_000026,__PROCESS_START__,2016-01-01T04:07:15.271465,start,
case_000026,A_Create Application,2016-01-01T04:07:15.271465,start,
case_000024,O_Create Offer,2016-01-01T04:08:02.870792,complete,
case_000024,O_Created,2016-01-01T04:08:02.870792,start,
case_000025,W_Handle leads,2016-01-01T04:08:10.614961,complete,
case_000025,W_Complete application,2016-01-01T04:08:10.614961,start,
case_000022,A_Concept,2016-01-01T04:08:17.233995,complete,
case_000022,A_Accepted,2016-01-01T04:08:17.233995,start,
case_000024,O_Created,2016-01-01T04:08:22.984891,complete,
case_000024,O_Sent (mail and online),2016-01-01T04:08:22.984891,start,
case_000022,A_Accepted,2016-01-01T04:08:28.854755,complete,
case_000022,O_Create Offer,2016-01-01T04:08:28.854755,start,
case_000024,O_Sent (mail and online),2016-01-01T04:09:01.853354,complete,
case_000024,W_Complete application,2016-01-01T04:09:01.853354,start,
case_000026,A_Create Application,2016-01-01T04:09:15.964143,complete,
case_000026,A_Submitted,2016-01-01T04:09:15.964143,start,
case_000026,A_Submitted,2016-01-01T04:09:49.448288,complete,
case_000026,W_Handle leads,2016-01-01T04:09:49.448288,start,
case_000022,O_Create Offer,2016-01-01T04:15:51.220965,complete,
case_000022,O_Created,2016-01-01T04:15:51.220965,start,
case_000022,O_Created,2016-01-01T04:16:55.615699,complete,
case_000022,O_Create Offer,2016-01-01T04:16:55.615699,start,
case_000027,__PROCESS_START__,2016-01-01T04:17:43.155747,start,
case_000027,A_Create Application,2016-01-01T04:17:43.155747,start,
case_000022,O_Create Offer,2016-01-01T04:20:52.242511,complete,
case_000022,O_Created,2016-01-01T04:20:52.242511,start,
case_000022,O_Created,2016-01-01T04:20:57.050876,complete,
case_000022,O_Sent (mail and online),2016-01-01T04:20:57.050876,start,
case_000027,A_Create Application,2016-01-01T04:21:19.078754,complete,
case_000027,A_Concept,2016-01-01T04:21:19.078754,start,
case_000022,O_Sent (mail and online),2016-01-01T04:21:41.276004,complete,
case_000022,W_Call after offers,2016-01-01T04:21:41.276004,start,
case_000028,__PROCESS_START__,2016-01-01T04:26:24.100258,start,
case_000028,A_Create Application,2016-01-01T04:26:24.100258,start,
case_000028,A_Create Application,2016-01-01T04:26:58.546888,complete,
case_000028,A_Submitted,2016-01-01T04:26:58.546888,start,
case_000028,A_Submitted,2016-01-01T04:28:29.426263,complete,
case_000028,W_Handle leads,2016-01-01T04:28:29.426263,start,
case_000027,A_Concept,2016-01-01T04:29:16.149253,complete,
case_000027,W_Complete application,2016-01-01T04:29:16.149253,start,
case_000028,W_Handle leads,2016-01-01T04:29:36.713738,complete,
case_000028,W_Complete application,2016-01-01T04:29:36.713738,start,
case_000024,W_Complete application,2016-01-01T04:36:05.138805,complete,
case_000024,A_Accepted,2016-01-01T04:36:05.138805,start,
case_000026,W_Handle leads,2016-01-01T04:38:19.597191,complete,
case_000026,W_Complete application,2016-01-01T04:38:19.597191,start,
case_000027,W_Complete application,2016-01-01T04:43:14.725156,complete,
case_000027,A_Concept,2016-01-01T04:43:14.725156,start,
case_000021,W_Complete application,2016-01-01T04:43:32.333180,complete,
case_000021,A_Accepted,2016-01-01T04:43:32.333180,start,
case_000024,A_Accepted,2016-01-01T04:43:33.737591,complete,
case_000024,O_Create Offer,2016-01-01T04:43:33.737591,start,
case_000028,W_Complete application,2016-01-01T04:44:17.943195,complete,
case_000028,W_Complete application,2016-01-01T04:44:17.943195,start,
case_000027,A_Concept,2016-01-01T04:45:15.848593,complete,
case_000027,A_Accepted,2016-01-01T04:45:15.848593,start,
case_000029,__PROCESS_START__,2016-01-01T04:45:16.851397,start,
case_000029,A_Create Application,2016-01-01T04:45:16.851397,start,
case_000027,A_Accepted,2016-01-01T04:45:29.576156,complete,
case_000027,O_Create Offer,2016-01-01T04:45:29.576156,start,
case_000030,__PROCESS_START__,2016-01-01T04:46:28.782420,start,
case_000030,A_Create Application,2016-01-01T04:46:28.782420,start,
case_000027,O_Create Offer,2016-01-01T04:46:45.052073,complete,
case_000027,O_Created,2016-01-01T04:46:45.052073,start,
case_000021,A_Accepted,2016-01-01T04:46:46.814363,complete,
case_000021,O_Create Offer,2016-01-01T04:46:46.814363,start,
case_000027,O_Created,2016-01-01T04:46:55.975616,complete,
case_000027,O_Sent (mail and online),2016-01-01T04:46:55.975616,start,
case_000027,O_Sent (mail and online),2016-01-01T04:47:21.726710,complete,
case_000027,W_Complete application,2016-01-01T04:47:21.726710,start,
case_000021,O_Create Offer,2016-01-01T04:48:04.288428,complete,
case_000021,O_Created,2016-01-01T04:48:04.288428,start,
case_000021,O_Created,2016-01-01T04:48:35.061699,complete,
case_000021,O_Sent (mail and online),2016-01-01T04:48:35.061699,start,
case_000022,W_Call after offers,2016-01-01T04:49:21.241930,complete,
case_000029,A_Create Application,2016-01-01T04:49:23.694860,complete,
case_000029,A_Submitted,2016-01-01T04:49:23.694860,start,
case_000030,A_Create Application,2016-01-01T04:49:52.303942,complete,
case_000030,A_Submitted,2016-01-01T04:49:52.303942,start,
case_000024,O_Create Offer,2016-01-01T04:51:53.142424,complete,
case_000024,O_Created,2016-01-01T04:51:53.142424,start,
case_000029,A_Submitted,2016-01-01T04:52:11.741452,complete,
case_000029,W_Handle leads,2016-01-01T04:52:11.741452,start,
case_000029,W_Handle leads,2016-01-01T04:52:17.477075,complete,
case_000029,W_Handle leads,2016-01-01T04:52:17.477075,start,
case_000029,W_Handle leads,2016-01-01T04:52:29.821912,complete,
case_000029,W_Handle leads,2016-01-01T04:52:29.821912,start,
case_000030,A_Submitted,2016-01-01T04:53:23.504036,complete,
case_000030,W_Handle leads,2016-01-01T04:53:23.504036,start,
case_000024,O_Created,2016-01-01T04:53:31.672319,complete,
case_000024,O_Sent (mail and online),2016-01-01T04:53:31.672319,start,
case_000030,W_Handle leads,2016-01-01T04:53:50.561520,complete,
case_000030,W_Complete application,2016-01-01T04:53:50.561520,start,
case_000017,W_Complete application,2016-01-01T04:53:52.733335,complete,
case_000017,W_Complete application,2016-01-01T04:53:52.733335,start,
case_000024,O_Sent (mail and online),2016-01-01T04:54:06.952158,complete,
case_000024,W_Complete application,2016-01-01T04:54:06.952158,start,
case_000011,W_Complete application,2016-01-01T04:56:19.804227,complete,
case_000011,A_Concept,2016-01-01T04:56:19.804227,start,
case_000021,O_Sent (mail and online),2016-01-01T04:56:31.608791,complete,
case_000021,W_Complete application,2016-01-01T04:56:31.608791,start,
case_000029,W_Handle leads,2016-01-01T04:58:25.124084,complete,
case_000029,W_Handle leads,2016-01-01T04:58:25.124084,start,
case_000031,__PROCESS_START__,2016-01-01T05:00:18.490299,start,
case_000031,A_Create Application,2016-01-01T05:00:18.490299,start,
case_000032,__PROCESS_START__,2016-01-01T05:00:58.619317,start,
case_000032,A_Create Application,2016-01-01T05:00:58.619317,start,
case_000031,A_Create Application,2016-01-01T05:01:03.700862,complete,
case_000031,W_Complete application,2016-01-01T05:01:03.700862,start,
case_000033,__PROCESS_START__,2016-01-01T05:01:06.659727,start,
case_000033,A_Create Application,2016-01-01T05:01:06.659727,start,
case_000011,A_Concept,2016-01-01T05:01:52.974927,complete,
case_000011,W_Complete application,2016-01-01T05:01:52.974927,start,
case_000033,A_Create Application,2016-01-01T05:02:09.649234,complete,
case_000033,A_Submitted,2016-01-01T05:02:09.649234,start,
case_000033,A_Submitted,2016-01-01T05:02:17.818201,complete,
case_000033,W_Handle leads,2016-01-01T05:02:17.818201,start,
case_000034,__PROCESS_START__,2016-01-01T05:03:36.874415,start,
case_000034,A_Create Application,2016-01-01T05:03:36.874415,start,
case_000029,W_Handle leads,2016-01-01T05:04:11.230707,complete,
case_000029,W_Complete application,2016-01-01T05:04:11.230707,start,
case_000024,W_Complete application,2016-01-01T05:04:21.711163,complete,
case_000024,W_Complete application,2016-01-01T05:04:21.711163,start,
case_000032,A_Create Application,2016-01-01T05:04:44.696351,complete,
case_000032,A_Submitted,2016-01-01T05:04:44.696351,start,
