,occupation,throughput_share,permission_breadth,sole_candidate_contexts,criticality_score
User_9,0.031025,0.0027265477981920595,11,0,0.2364317304278136
User_7,0.0123,0.0068398639206172845,17,0,0.23879185984513943
User_3,0.010700000000000001,0.009418949382255867,17,0,0.24009559447797832
User_38,0.014025000000000001,0.005114696510357839,17,0,0.24195677337876337
User_35,0.012175,0.009117456433058146,17,0,0.24788437636301938
User_49,0.010425,0.011636444589659765,17,0,0.24800300108926115
User_116,0.03085,0.01586326958961053,9,0,0.25890863633825373
User_67,0.0167,0.0054039334799035055,17,0,0.2597025849481793
User_52,0.011375,0.013000122500634039,17,0,0.2597658952804449
User_39,0.013624999999999998,0.010106557099743133,17,0,0.26110799651386796
User_100,0.02615,0.018493172783062617,11,0,0.2746520929049508
User_28,0.013525,0.014251840251783672,17,0,0.27844278427449565
User_2,0.01465,0.012999902717976058,17,0,0.2799576217279026
User_26,0.01575,0.01250583642456908,17,0,0.2846003162897123
User_122,0.040125,0.011234910387522948,9,0,0.2960521908933798
User_14,0.014725,0.01840145211065482,17,0,0.30381173197690603
User_5,0.015600000000000001,0.018471642128595946,17,0,0.3095106837613255
User_120,0.04175,0.01446164587851654,9,0,0.32004499975785483
User_118,0.038575,0.02004949128071762,9,0,0.32466733864133357
User_53,0.023175,0.014267671469444661,19,0,0.3713437121044844
User_133,0.057575,0.014495554145599448,9,0,0.4177640955565878
User_29,0.021525,0.020912225136738582,21,0,0.42327821033790136
User_109,0.0247,0.0191179958044179,21,0,0.4350843174789062
User_95,0.031075000000000002,0.013602969165245202,21,0,0.45050757440884476
User_99,0.028925,0.023442731536511833,21,0,0.4798629003691382
User_27,0.0331,0.02728009957460053,19,0,0.48888929434407496
User_90,0.04675,0.042030277600390374,11,0,0.5035942017651264
User_83,0.042775,0.0193439198216017,21,0,0.5475077795530361
User_30,0.042324999999999995,0.0407379437803944,21,0,0.637381114548059
User_87,0.049449999999999994,0.041606229176932186,21,0,0.6850719041572044
User_68,0.06345,0.05100992540385042,21,0,0.8121149315513978
User_75,0.064875,0.09236700937451245,21,0,1.0
