case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource
case_000002,O_Create Offer,2024-01-01T07:13:44.140176,start,resource_stub
case_000002,O_Create Offer,2024-01-01T07:26:02.804250,complete,resource_stub
case_000002,O_Sent (mail and online),2024-01-01T07:26:02.804250,start,resource_stub
case_000002,O_Sent (mail and online),2024-01-01T07:27:01.203841,complete,resource_stub
case_000002,A_Complete,2024-01-01T07:27:01.203841,start,resource_stub
case_000002,A_Complete,2024-01-01T07:27:31.719446,complete,resource_stub
case_000004,A_Accepted,2024-01-01T08:09:58.446177,complete,resource_stub
case_000004,O_Create Offer,2024-01-01T08:09:58.446177,start,resource_stub
case_000004,O_Create Offer,2024-01-01T09:06:23.442912,complete,resource_stub
case_000004,O_Sent (mail and online),2024-01-01T09:06:23.442912,start,resource_stub
case_000004,O_Sent (mail and online),2024-01-01T09:15:38.832592,complete,resource_stub
case_000004,A_Complete,2024-01-01T09:15:38.832592,start,resource_stub
case_000004,A_Complete,2024-01-01T09:23:52.551574,complete,resource_stub
case_000006,__PROCESS_START__,2024-01-01T09:47:51.634098,start,
case_000006,A_Create Application,2024-01-01T09:47:51.634098,start,resource_stub
case_000006,A_Create Application,2024-01-01T09:54:24.136227,complete,resource_stub
case_000006,A_Submitted,2024-01-01T09:54:24.136227,start,resource_stub
case_000006,A_Submitted,2024-01-01T09:55:56.339718,complete,resource_stub
case_000006,A_Concept,2024-01-01T09:55:56.339718,start,resource_stub
case_000005,A_Concept,2024-01-01T10:16:46.107715,complete,resource_stub
case_000005,A_Accepted,2024-01-01T10:16:46.107715,start,resource_stub
case_000005,A_Accepted,2024-01-01T11:13:50.965431,complete,resource_stub
case_000005,O_Create Offer,2024-01-01T11:13:50.965431,start,resource_stub
case_000005,O_Create Offer,2024-01-01T11:37:56.460373,complete,resource_stub
case_000005,O_Sent (mail and online),2024-01-01T11:37:56.460373,start,resource_stub
case_000005,O_Sent (mail and online),2024-01-01T11:55:37.536964,complete,resource_stub
case_000005,A_Complete,2024-01-01T11:55:37.536964,start,resource_stub
case_000005,A_Complete,2024-01-01T12:00:26.645825,complete,resource_stub
case_000006,A_Concept,2024-01-01T13:32:54.714387,complete,resource_stub
case_000006,A_Accepted,2024-01-01T13:32:54.714387,start,resource_stub
case_000007,__PROCESS_START__,2024-01-01T15:08:35.403278,start,
case_000007,A_Create Application,2024-01-01T15:08:35.403278,start,resource_stub
case_000007,A_Create Application,2024-01-01T15:12:53.768061,complete,resource_stub
case_000007,A_Submitted,2024-01-01T15:12:53.768061,start,resource_stub
case_000007,A_Submitted,2024-01-01T15:15:20.087609,complete,resource_stub
case_000007,A_Concept,2024-01-01T15:15:20.087609,start,resource_stub
case_000007,A_Concept,2024-01-01T15:18:08.954754,complete,resource_stub
case_000007,A_Accepted,2024-01-01T15:18:08.954754,start,resource_stub
case_000008,__PROCESS_START__,2024-01-01T15:21:41.232054,start,
case_000008,A_Create Application,2024-01-01T15:21:41.232054,start,resource_stub
case_000008,A_Create Application,2024-01-01T15:23:23.720651,complete,resource_stub
case_000008,A_Submitted,2024-01-01T15:23:23.720651,start,resource_stub
case_000008,A_Submitted,2024-01-01T15:23:33.699314,complete,resource_stub
case_000008,A_Concept,2024-01-01T15:23:33.699314,start,resource_stub
case_000008,A_Concept,2024-01-01T15:39:27.684469,complete,resource_stub
case_000008,A_Accepted,2024-01-01T15:39:27.684469,start,resource_stub
case_000007,A_Accepted,2024-01-01T15:49:11.155341,complete,resource_stub
case_000007,O_Create Offer,2024-01-01T15:49:11.155341,start,resource_stub
case_000008,A_Accepted,2024-01-01T15:52:14.296078,complete,resource_stub
case_000008,O_Create Offer,2024-01-01T15:52:14.296078,start,resource_stub
case_000007,O_Create Offer,2024-01-01T15:58:57.403785,complete,resource_stub
case_000007,O_Sent (mail and online),2024-01-01T15:58:57.403785,start,resource_stub
case_000007,O_Sent (mail and online),2024-01-01T16:03:29.723403,complete,resource_stub
case_000007,A_Complete,2024-01-01T16:03:29.723403,start,resource_stub
case_000007,A_Complete,2024-01-01T16:05:48.420228,complete,resource_stub
case_000008,O_Create Offer,2024-01-01T16:22:31.818853,complete,resource_stub
case_000008,O_Sent (mail and online),2024-01-01T16:22:31.818853,start,resource_stub
case_000008,O_Sent (mail and online),2024-01-01T16:24:52.877963,complete,resource_stub
case_000008,A_Complete,2024-01-01T16:24:52.877963,start,resource_stub
case_000008,A_Complete,2024-01-01T16:26:26.051760,complete,resource_stub
case_000009,__PROCESS_START__,2024-01-01T16:40:36.350871,start,
case_000009,A_Create Application,2024-01-01T16:40:36.350871,start,resource_stub
case_000010,__PROCESS_START__,2024-01-01T16:44:57.712402,start,
case_000010,A_Create Application,2024-01-01T16:44:57.712402,start,resource_stub
case_000010,A_Create Application,2024-01-01T16:50:10.979793,complete,resource_stub
case_000010,A_Submitted,2024-01-01T16:50:10.979793,start,resource_stub
case_000010,A_Submitted,2024-01-01T16:52:03.705732,complete,resource_stub
case_000010,A_Concept,2024-01-01T16:52:03.705732,start,resource_stub
case_000009,A_Create Application,2024-01-01T16:54:24.096709,complete,resource_stub
case_000009,A_Submitted,2024-01-01T16:54:24.096709,start,resource_stub
case_000009,A_Submitted,2024-01-01T16:57:00.829244,complete,resource_stub
case_000009,A_Concept,2024-01-01T16:57:00.829244,start,resource_stub
case_000010,A_Concept,2024-01-01T17:03:19.434320,complete,resource_stub
case_000010,A_Accepted,2024-01-01T17:03:19.434320,start,resource_stub
case_000009,A_Concept,2024-01-01T17:07:43.113167,complete,resource_stub
case_000009,A_Accepted,2024-01-01T17:07:43.113167,start,resource_stub
case_000011,__PROCESS_START__,2024-01-01T17:20:29.344656,start,
case_000011,A_Create Application,2024-01-01T17:20:29.344656,start,resource_stub
case_000011,A_Create Application,2024-01-01T17:25:35.839830,complete,resource_stub
case_000011,A_Submitted,2024-01-01T17:25:35.839830,start,resource_stub
case_000011,A_Submitted,2024-01-01T17:27:13.528478,complete,resource_stub
case_000011,A_Concept,2024-01-01T17:27:13.528478,start,resource_stub
case_000006,A_Accepted,2024-01-01T17:30:19.049921,complete,resource_stub
case_000006,O_Create Offer,2024-01-01T17:30:19.049921,start,resource_stub
case_000010,A_Accepted,2024-01-01T18:00:34.970960,complete,resource_stub
case_000010,O_Create Offer,2024-01-01T18:00:34.970960,start,resource_stub
case_000006,O_Create Offer,2024-01-01T18:25:50.070044,complete,resource_stub
case_000006,O_Sent (mail and online),2024-01-01T18:25:50.070044,start,resource_stub
case_000006,O_Sent (mail and online),2024-01-01T18:28:26.147598,complete,resource_stub
case_000006,A_Complete,2024-01-01T18:28:26.147598,start,resource_stub
case_000006,A_Complete,2024-01-01T18:28:35.935625,complete,resource_stub
case_000011,A_Concept,2024-01-01T18:36:27.780120,complete,resource_stub
case_000011,A_Accepted,2024-01-01T18:36:27.780120,start,resource_stub
case_000010,O_Create Offer,2024-01-01T18:45:27.966858,complete,resource_stub
case_000010,O_Sent (mail and online),2024-01-01T18:45:27.966858,start,resource_stub
case_000010,O_Sent (mail and online),2024-01-01T18:48:34.939358,complete,resource_stub
case_000010,A_Complete,2024-01-01T18:48:34.939358,start,resource_stub
case_000010,A_Complete,2024-01-01T18:49:46.029522,complete,resource_stub
case_000012,__PROCESS_START__,2024-01-01T19:01:51.174816,start,
case_000012,A_Create Application,2024-01-01T19:01:51.174816,start,resource_stub
case_000013,__PROCESS_START__,2024-01-01T19:05:43.542464,start,
case_000013,A_Create Application,2024-01-01T19:05:43.542464,start,resource_stub
case_000012,A_Create Application,2024-01-01T19:16:10.111208,complete,resource_stub
case_000012,A_Submitted,2024-01-01T19:16:10.111208,start,resource_stub
case_000013,A_Create Application,2024-01-01T19:16:10.675318,complete,resource_stub
case_000013,A_Submitted,2024-01-01T19:16:10.675318,start,resource_stub
case_000012,A_Submitted,2024-01-01T19:16:55.455164,complete,resource_stub
case_000012,A_Concept,2024-01-01T19:16:55.455164,start,resource_stub
case_000013,A_Submitted,2024-01-01T19:18:18.533298,complete,resource_stub
case_000013,A_Concept,2024-01-01T19:18:18.533298,start,resource_stub
case_000011,A_Accepted,2024-01-01T19:21:56.566033,complete,resource_stub
case_000011,O_Create Offer,2024-01-01T19:21:56.566033,start,resource_stub
case_000014,__PROCESS_START__,2024-01-01T19:37:38.958486,start,
case_000014,A_Create Application,2024-01-01T19:37:38.958486,start,resource_stub
case_000014,A_Create Application,2024-01-01T19:39:11.275012,complete,resource_stub
case_000014,A_Submitted,2024-01-01T19:39:11.275012,start,resource_stub
case_000014,A_Submitted,2024-01-01T19:39:45.258471,complete,resource_stub
case_000014,A_Concept,2024-01-01T19:39:45.258471,start,resource_stub
case_000011,O_Create Offer,2024-01-01T19:40:21.877989,complete,resource_stub
case_000011,O_Sent (mail and online),2024-01-01T19:40:21.877989,start,resource_stub
case_000011,O_Sent (mail and online),2024-01-01T19:43:24.768099,complete,resource_stub
case_000011,A_Complete,2024-01-01T19:43:24.768099,start,resource_stub
case_000012,A_Concept,2024-01-01T19:47:08.313757,complete,resource_stub
case_000012,A_Accepted,2024-01-01T19:47:08.313757,start,resource_stub
case_000011,A_Complete,2024-01-01T19:47:48.311991,complete,resource_stub
case_000014,A_Concept,2024-01-01T20:29:11.999723,complete,resource_stub
case_000014,A_Accepted,2024-01-01T20:29:11.999723,start,resource_stub
case_000014,A_Accepted,2024-01-01T21:30:22.753867,complete,resource_stub
case_000014,O_Create Offer,2024-01-01T21:30:22.753867,start,resource_stub
case_000014,O_Create Offer,2024-01-01T21:37:48.417517,complete,resource_stub
case_000014,O_Sent (mail and online),2024-01-01T21:37:48.417517,start,resource_stub
case_000013,A_Concept,2024-01-01T21:45:53.797685,complete,resource_stub
case_000013,A_Accepted,2024-01-01T21:45:53.797685,start,resource_stub
case_000015,__PROCESS_START__,2024-01-01T22:08:46.569376,start,
case_000015,A_Create Application,2024-01-01T22:08:46.569376,start,resource_stub
case_000015,A_Create Application,2024-01-01T22:09:15.162536,complete,resource_stub
case_000015,A_Submitted,2024-01-01T22:09:15.162536,start,resource_stub
case_000015,A_Submitted,2024-01-01T22:09:20.954036,complete,resource_stub
case_000015,A_Concept,2024-01-01T22:09:20.954036,start,resource_stub
case_000015,A_Concept,2024-01-01T22:16:19.056806,complete,resource_stub
case_000015,A_Accepted,2024-01-01T22:16:19.056806,start,resource_stub
case_000014,O_Sent (mail and online),2024-01-01T22:37:52.390377,complete,resource_stub
case_000014,A_Complete,2024-01-01T22:37:52.390377,start,resource_stub
case_000014,A_Complete,2024-01-01T22:45:43.570026,complete,resource_stub
case_000013,A_Accepted,2024-01-01T23:11:22.959658,complete,resource_stub
case_000013,O_Create Offer,2024-01-01T23:11:22.959658,start,resource_stub
case_000013,O_Create Offer,2024-01-01T23:27:50.184432,complete,resource_stub
case_000013,O_Sent (mail and online),2024-01-01T23:27:50.184432,start,resource_stub
case_000013,O_Sent (mail and online),2024-01-01T23:28:29.565637,complete,resource_stub
case_000013,A_Complete,2024-01-01T23:28:29.565637,start,resource_stub
case_000013,A_Complete,2024-01-01T23:30:53.760928,complete,resource_stub
case_000016,__PROCESS_START__,2024-01-02T00:02:09.094133,start,
case_000016,A_Create Application,2024-01-02T00:02:09.094133,start,resource_stub
case_000015,A_Accepted,2024-01-02T00:14:48.145266,complete,resource_stub
case_000015,O_Create Offer,2024-01-02T00:14:48.145266,start,resource_stub
case_000012,A_Accepted,2024-01-02T00:20:51.856019,complete,resource_stub
case_000012,O_Create Offer,2024-01-02T00:20:51.856019,start,resource_stub
case_000016,A_Create Application,2024-01-02T00:29:54.776909,complete,resource_stub
case_000016,A_Submitted,2024-01-02T00:29:54.776909,start,resource_stub
case_000016,A_Submitted,2024-01-02T00:33:51.380636,complete,resource_stub
case_000016,A_Concept,2024-01-02T00:33:51.380636,start,resource_stub
case_000016,A_Concept,2024-01-02T00:34:32.951412,complete,resource_stub
case_000016,A_Accepted,2024-01-02T00:34:32.951412,start,resource_stub
case_000015,O_Create Offer,2024-01-02T00:37:23.797239,complete,resource_stub
case_000015,O_Sent (mail and online),2024-01-02T00:37:23.797239,start,resource_stub
case_000017,__PROCESS_START__,2024-01-02T00:38:00.682393,start,
case_000017,A_Create Application,2024-01-02T00:38:00.682393,start,resource_stub
case_000017,A_Create Application,2024-01-02T00:41:51.671636,complete,resource_stub
case_000017,A_Submitted,2024-01-02T00:41:51.671636,start,resource_stub
case_000017,A_Submitted,2024-01-02T00:42:28.916171,complete,resource_stub
case_000017,A_Concept,2024-01-02T00:42:28.916171,start,resource_stub
case_000015,O_Sent (mail and online),2024-01-02T00:48:50.673352,complete,resource_stub
case_000015,A_Complete,2024-01-02T00:48:50.673352,start,resource_stub
case_000015,A_Complete,2024-01-02T00:49:26.157158,complete,resource_stub
case_000017,A_Concept,2024-01-02T01:43:56.491519,complete,resource_stub
case_000017,A_Accepted,2024-01-02T01:43:56.491519,start,resource_stub
case_000012,O_Create Offer,2024-01-02T02:07:09.554430,complete,resource_stub
case_000012,O_Sent (mail and online),2024-01-02T02:07:09.554430,start,resource_stub
case_000012,O_Sent (mail and online),2024-01-02T02:13:12.332669,complete,resource_stub
case_000012,A_Complete,2024-01-02T02:13:12.332669,start,resource_stub
case_000009,A_Accepted,2024-01-02T02:14:45.079020,complete,resource_stub
case_000009,O_Create Offer,2024-01-02T02:14:45.079020,start,resource_stub
case_000012,A_Complete,2024-01-02T02:28:34.868757,complete,resource_stub
case_000018,__PROCESS_START__,2024-01-02T02:46:08.629615,start,
case_000018,A_Create Application,2024-01-02T02:46:08.629615,start,resource_stub
case_000018,A_Create Application,2024-01-02T02:47:40.338238,complete,resource_stub
case_000018,A_Submitted,2024-01-02T02:47:40.338238,start,resource_stub
case_000018,A_Submitted,2024-01-02T02:49:03.656650,complete,resource_stub
case_000018,A_Concept,2024-01-02T02:49:03.656650,start,resource_stub
case_000017,A_Accepted,2024-01-02T02:52:24.193389,complete,resource_stub
case_000017,O_Create Offer,2024-01-02T02:52:24.193389,start,resource_stub
case_000018,A_Concept,2024-01-02T03:00:52.166316,complete,resource_stub
case_000018,A_Accepted,2024-01-02T03:00:52.166316,start,resource_stub
case_000016,A_Accepted,2024-01-02T03:07:36.889313,complete,resource_stub
case_000016,O_Create Offer,2024-01-02T03:07:36.889313,start,resource_stub
case_000009,O_Create Offer,2024-01-02T03:17:20.398232,complete,resource_stub
case_000009,O_Sent (mail and online),2024-01-02T03:17:20.398232,start,resource_stub
case_000016,O_Create Offer,2024-01-02T03:18:14.909540,complete,resource_stub
case_000016,O_Sent (mail and online),2024-01-02T03:18:14.909540,start,resource_stub
case_000009,O_Sent (mail and online),2024-01-02T03:27:31.640689,complete,resource_stub
case_000009,A_Complete,2024-01-02T03:27:31.640689,start,resource_stub
case_000016,O_Sent (mail and online),2024-01-02T03:27:38.292462,complete,resource_stub
case_000016,A_Complete,2024-01-02T03:27:38.292462,start,resource_stub
case_000009,A_Complete,2024-01-02T03:28:21.400140,complete,resource_stub
case_000016,A_Complete,2024-01-02T03:34:49.582401,complete,resource_stub
case_000017,O_Create Offer,2024-01-02T04:05:31.834824,complete,resource_stub
case_000017,O_Sent (mail and online),2024-01-02T04:05:31.834824,start,resource_stub
case_000017,O_Sent (mail and online),2024-01-02T04:13:16.942683,complete,resource_stub
case_000017,A_Complete,2024-01-02T04:13:16.942683,start,resource_stub
case_000017,A_Complete,2024-01-02T04:20:49.313841,complete,resource_stub
case_000019,__PROCESS_START__,2024-01-02T06:44:51.486749,start,
case_000019,A_Create Application,2024-01-02T06:44:51.486749,start,resource_stub
case_000020,__PROCESS_START__,2024-01-02T06:45:47.819278,start,
case_000020,A_Create Application,2024-01-02T06:45:47.819278,start,resource_stub
case_000020,A_Create Application,2024-01-02T06:45:47.990896,complete,resource_stub
case_000020,A_Submitted,2024-01-02T06:45:47.990896,start,resource_stub
case_000020,A_Submitted,2024-01-02T06:46:35.006066,complete,resource_stub
case_000020,A_Concept,2024-01-02T06:46:35.006066,start,resource_stub
case_000020,A_Concept,2024-01-02T06:47:45.814154,complete,resource_stub
case_000020,A_Accepted,2024-01-02T06:47:45.814154,start,resource_stub
case_000019,A_Create Application,2024-01-02T06:48:38.219358,complete,resource_stub
case_000019,A_Submitted,2024-01-02T06:48:38.219358,start,resource_stub
case_000019,A_Submitted,2024-01-02T06:52:51.379619,complete,resource_stub
case_000019,A_Concept,2024-01-02T06:52:51.379619,start,resource_stub
case_000018,A_Accepted,2024-01-02T07:06:10.534508,complete,resource_stub
case_000018,O_Create Offer,2024-01-02T07:06:10.534508,start,resource_stub
case_000018,O_Create Offer,2024-01-02T07:17:11.975898,complete,resource_stub
case_000018,O_Sent (mail and online),2024-01-02T07:17:11.975898,start,resource_stub
case_000018,O_Sent (mail and online),2024-01-02T07:17:47.778238,complete,resource_stub
case_000018,A_Complete,2024-01-02T07:17:47.778238,start,resource_stub
case_000018,A_Complete,2024-01-02T07:28:18.922114,complete,resource_stub
case_000019,A_Concept,2024-01-02T08:39:45.868194,complete,resource_stub
case_000019,A_Accepted,2024-01-02T08:39:45.868194,start,resource_stub
case_000021,__PROCESS_START__,2024-01-02T10:41:48.484326,start,
case_000021,A_Create Application,2024-01-02T10:41:48.484326,start,resource_stub
case_000021,A_Create Application,2024-01-02T10:42:15.348013,complete,resource_stub
case_000021,A_Submitted,2024-01-02T10:42:15.348013,start,resource_stub
case_000021,A_Submitted,2024-01-02T10:43:35.209628,complete,resource_stub
case_000021,A_Concept,2024-01-02T10:43:35.209628,start,resource_stub
case_000021,A_Concept,2024-01-02T10:47:53.417097,complete,resource_stub
case_000021,A_Accepted,2024-01-02T10:47:53.417097,start,resource_stub
case_000020,A_Accepted,2024-01-02T12:05:20.364522,complete,resource_stub
case_000020,O_Create Offer,2024-01-02T12:05:20.364522,start,resource_stub
case_000020,O_Create Offer,2024-01-02T12:48:53.472846,complete,resource_stub
case_000020,O_Sent (mail and online),2024-01-02T12:48:53.472846,start,resource_stub
case_000020,O_Sent (mail and online),2024-01-02T12:50:15.921776,complete,resource_stub
case_000020,A_Complete,2024-01-02T12:50:15.921776,start,resource_stub
case_000020,A_Complete,2024-01-02T12:53:29.390283,complete,resource_stub
case_000022,__PROCESS_START__,2024-01-02T13:34:17.389416,start,
case_000022,A_Create Application,2024-01-02T13:34:17.389416,start,resource_stub
case_000022,A_Create Application,2024-01-02T13:38:16.810816,complete,resource_stub
case_000022,A_Submitted,2024-01-02T13:38:16.810816,start,resource_stub
case_000022,A_Submitted,2024-01-02T13:38:53.766235,complete,resource_stub
case_000022,A_Concept,2024-01-02T13:38:53.766235,start,resource_stub
case_000021,A_Accepted,2024-01-02T13:39:26.742516,complete,resource_stub
case_000021,O_Create Offer,2024-01-02T13:39:26.742516,start,resource_stub
case_000021,O_Create Offer,2024-01-02T13:55:57.016306,complete,resource_stub
case_000021,O_Sent (mail and online),2024-01-02T13:55:57.016306,start,resource_stub
case_000021,O_Sent (mail and online),2024-01-02T13:58:19.816988,complete,resource_stub
case_000021,A_Complete,2024-01-02T13:58:19.816988,start,resource_stub
case_000021,A_Complete,2024-01-02T14:02:12.316904,complete,resource_stub
case_000019,A_Accepted,2024-01-02T14:32:08.739890,complete,resource_stub
case_000019,O_Create Offer,2024-01-02T14:32:08.739890,start,resource_stub
case_000023,__PROCESS_START__,2024-01-02T14:34:10.722963,start,
case_000023,A_Create Application,2024-01-02T14:34:10.722963,start,resource_stub
case_000023,A_Create Application,2024-01-02T14:35:18.097988,complete,resource_stub
case_000023,A_Submitted,2024-01-02T14:35:18.097988,start,resource_stub
case_000023,A_Submitted,2024-01-02T14:36:02.924487,complete,resource_stub
case_000023,A_Concept,2024-01-02T14:36:02.924487,start,resource_stub
case_000024,__PROCESS_START__,2024-01-02T14:58:30.764320,start,
case_000024,A_Create Application,2024-01-02T14:58:30.764320,start,resource_stub
case_000024,A_Create Application,2024-01-02T15:03:45.606453,complete,resource_stub
case_000024,A_Submitted,2024-01-02T15:03:45.606453,start,resource_stub
case_000024,A_Submitted,2024-01-02T15:04:54.778237,complete,resource_stub
case_000024,A_Concept,2024-01-02T15:04:54.778237,start,resource_stub
case_000019,O_Create Offer,2024-01-02T15:11:25.080385,complete,resource_stub
case_000019,O_Sent (mail and online),2024-01-02T15:11:25.080385,start,resource_stub
case_000019,O_Sent (mail and online),2024-01-02T15:12:42.465478,complete,resource_stub
case_000019,A_Complete,2024-01-02T15:12:42.465478,start,resource_stub
case_000019,A_Complete,2024-01-02T15:13:58.816016,complete,resource_stub
case_000022,A_Concept,2024-01-02T15:42:26.576219,complete,resource_stub
case_000022,A_Accepted,2024-01-02T15:42:26.576219,start,resource_stub
case_000024,A_Concept,2024-01-02T15:48:38.931831,complete,resource_stub
case_000024,A_Accepted,2024-01-02T15:48:38.931831,start,resource_stub
case_000022,A_Accepted,2024-01-02T16:31:57.432870,complete,resource_stub
case_000022,O_Create Offer,2024-01-02T16:31:57.432870,start,resource_stub
case_000022,O_Create Offer,2024-01-02T16:39:48.157672,complete,resource_stub
case_000022,O_Sent (mail and online),2024-01-02T16:39:48.157672,start,resource_stub
case_000022,O_Sent (mail and online),2024-01-02T16:42:17.401729,complete,resource_stub
case_000022,A_Complete,2024-01-02T16:42:17.401729,start,resource_stub
case_000022,A_Complete,2024-01-02T16:42:39.493459,complete,resource_stub
case_000024,A_Accepted,2024-01-02T17:35:08.798827,complete,resource_stub
case_000024,O_Create Offer,2024-01-02T17:35:08.798827,start,resource_stub
case_000024,O_Create Offer,2024-01-02T18:05:03.826671,complete,resource_stub
case_000024,O_Sent (mail and online),2024-01-02T18:05:03.826671,start,resource_stub
case_000024,O_Sent (mail and online),2024-01-02T18:07:39.821511,complete,resource_stub
case_000024,A_Complete,2024-01-02T18:07:39.821511,start,resource_stub
case_000024,A_Complete,2024-01-02T18:19:27.314325,complete,resource_stub
case_000023,A_Concept,2024-01-02T19:55:46.042656,complete,resource_stub
case_000023,A_Accepted,2024-01-02T19:55:46.042656,start,resource_stub
case_000025,__PROCESS_START__,2024-01-02T22:32:19.920002,start,
case_000025,A_Create Application,2024-01-02T22:32:19.920002,start,resource_stub
case_000025,A_Create Application,2024-01-02T22:32:41.967902,complete,resource_stub
case_000025,A_Submitted,2024-01-02T22:32:41.967902,start,resource_stub
case_000025,A_Submitted,2024-01-02T22:33:14.585679,complete,resource_stub
case_000025,A_Concept,2024-01-02T22:33:14.585679,start,resource_stub
case_000026,__PROCESS_START__,2024-01-02T23:31:25.507556,start,
case_000026,A_Create Application,2024-01-02T23:31:25.507556,start,resource_stub
case_000026,A_Create Application,2024-01-02T23:32:37.837500,complete,resource_stub
case_000026,A_Submitted,2024-01-02T23:32:37.837500,start,resource_stub
case_000026,A_Submitted,2024-01-02T23:32:54.868249,complete,resource_stub
case_000026,A_Concept,2024-01-02T23:32:54.868249,start,resource_stub
case_000025,A_Concept,2024-01-02T23:39:34.636854,complete,resource_stub
case_000025,A_Accepted,2024-01-02T23:39:34.636854,start,resource_stub
case_000027,__PROCESS_START__,2024-01-02T23:45:26.461664,start,
case_000027,A_Create Application,2024-01-02T23:45:26.461664,start,resource_stub
case_000027,A_Create Application,2024-01-02T23:48:38.440870,complete,resource_stub
case_000027,A_Submitted,2024-01-02T23:48:38.440870,start,resource_stub
case_000023,A_Accepted,2024-01-02T23:51:23.328751,complete,resource_stub
case_000023,O_Create Offer,2024-01-02T23:51:23.328751,start,resource_stub
case_000027,A_Submitted,2024-01-02T23:51:42.682714,complete,resource_stub
case_000027,A_Concept,2024-01-02T23:51:42.682714,start,resource_stub
case_000028,__PROCESS_START__,2024-01-03T00:00:05.311102,start,
case_000028,A_Create Application,2024-01-03T00:00:05.311102,start,resource_stub
case_000028,A_Create Application,2024-01-03T00:00:35.897936,complete,resource_stub
case_000028,A_Submitted,2024-01-03T00:00:35.897936,start,resource_stub
case_000028,A_Submitted,2024-01-03T00:01:43.573712,complete,resource_stub
