,occupation,throughput_share,permission_breadth,sole_candidate_contexts,criticality_score
User_25,0.2086333333333333,0.004123082788107587,16,0,0.23076694237122103
User_55,0.39875000000000005,0.005315134503742442,11,0,0.23239452081672735
User_70,0.156,0.005056433657699486,17,0,0.23327656908335775
User_54,0.206975,0.007194419753781094,16,0,0.2528679171278219
User_58,0.1849,0.0062147101216232905,17,0,0.25343376418853136
User_56,0.19566666666666666,0.007850691706638298,17,0,0.26987091150643916
User_32,0.2513,0.007121880794651331,16,0,0.2700785925357912
User_12,0.231275,0.007929288856416186,17,0,0.28471154651030595
User_125,0.7037999999999999,0.0013831390124787847,9,0,0.29206314144909373
User_51,0.20975,0.011813805504590887,17,0,0.30488498713287715
User_78,0.3367,0.005558722919042189,17,0,0.30935434369148695
User_43,0.20847499999999997,0.014384200007718083,17,0,0.32342642839512814
User_23,0.211275,0.014885106086574876,17,0,0.32826034268282767
User_63,0.25789999999999996,0.01302193167963745,17,0,0.3331196371648369
User_7,0.25833333333333336,0.013182256629955792,17,0,0.3344814910973363
User_67,0.31305,0.010620948127757606,17,0,0.337406174735765
User_113,0.7873000000000001,0.0037589638103729854,9,0,0.3431074931364289
User_100,0.45815000000000006,0.017045582940756802,11,0,0.3431261164421631
User_95,0.27132500000000004,0.004681958631687344,21,0,0.3433453140018301
User_71,0.21825,0.017237019621850803,17,0,0.3484857991351138
User_19,0.229275,0.016645470921214846,17,0,0.34851575475871
User_44,0.26415,0.014936825778787882,17,0,0.34981557076821224
User_117,0.810675,0.004074217523730099,9,0,0.35480385043274815
User_122,0.8225,0.0035142904230025533,9,0,0.3553885188824598
User_121,0.796,0.00628565098477638,9,0,0.3653190994614198
User_17,0.216525,0.01999749697505805,17,0,0.36825596343121014
User_47,0.40569999999999995,0.010110139165423103,17,0,0.37071835296348604
User_57,0.220825,0.020628929861030855,17,0,0.3746579734519714
User_24,0.3438666666666667,0.014762250212273769,17,0,0.3804412530683397
User_90,0.4797,0.022335542880164864,11,0,0.3909646374430844
User_40,0.25875000000000004,0.021049982602631814,17,0,0.39296454179417406
User_52,0.33085,0.01763922271818099,17,0,0.39655354999924175
User_37,0.283475,0.02032330760804358,17,0,0.39747859908736727
User_118,0.9188000000000001,0.004256728947683077,9,0,0.39945137754124627
User_38,0.48313333333333336,0.010461599895150414,17,0,0.40432878010653006
User_120,0.850075,0.009603971647471506,9,0,0.4115671306610799
User_116,0.91395,0.006178844639389249,9,0,0.4117562454180585
User_126,0.99015,0.0024697554631543817,9,0,0.4147757095680068
User_123,0.9351750000000001,0.005983225512060004,9,0,0.41880508293865015
User_119,0.9670000000000001,0.004710870948471304,9,0,0.42211745750144586
User_133,0.9763333333333334,0.004611825244032002,9,0,0.4251205179520521
User_26,0.278275,0.02452820130946413,17,0,0.42656345459537537
User_46,0.6523666666666667,0.004504349985047942,17,0,0.42793652470284493
User_99,0.2939,0.015420579021791263,21,0,0.431980164392772
User_112,0.976,0.005755312371743699,9,0,0.43346266437590425
User_15,0.58975,0.009061029225149751,17,0,0.4366384192082263
User_83,0.407525,0.009962378756231731,21,0,0.43702056282067625
User_39,0.29825,0.028334759409031345,17,0,0.46277623132249435
User_36,0.664525,0.00987420185494975,17,0,0.4726066584855563
User_14,0.270125,0.031298821979589296,17,0,0.4734844621792076
User_30,0.3266,0.020643111896834293,21,0,0.48378352405545616
User_109,0.3271,0.020645045128717118,21,0,0.4839980602046105
User_35,0.341,0.028940747359025316,17,0,0.48438555055698673
User_42,0.8277666666666667,0.005019313256162735,17,0,0.5019860471482827
User_61,0.802875,0.006758446412165936,17,0,0.5049096747701757
User_68,0.36875,0.022584443822073808,21,0,0.515050270947581
User_48,0.8847500000000001,0.0038612787668034472,17,0,0.5162195140753038
User_21,0.8894666666666667,0.003861951090830223,17,0,0.5181131156333924
User_3,0.87585,0.0062449454238718526,17,0,0.5303237587416083
User_4,0.8781,0.007121698489876422,17,0,0.5377232532684453
User_60,0.9191,0.004911986039632167,17,0,0.5377616527642595
User_16,0.9941,0.0010720395607749927,17,0,0.5393306956503929
User_18,0.7766,0.012979921133553386,17,0,0.5405028694225205
User_5,0.8438999999999999,0.009539692203126093,17,0,0.5419514646591376
User_28,0.775425,0.013273597119226231,17,0,0.5422091330526672
User_10,0.9112750000000001,0.006369429235679352,17,0,0.5454311001501418
User_2,0.901875,0.0071733459811355845,17,0,0.5476259057528188
User_41,0.90935,0.007340347601484998,17,0,0.55185682792834
User_29,0.378675,0.0272874181661693,21,0,0.5538831979881658
User_27,0.7834000000000001,0.009933308772646103,19,0,0.5539772828264943
User_87,0.4175,0.027911104609996643,21,0,0.5740520758572834
User_49,0.8171750000000001,0.01705490794227477,17,0,0.5869537845984026
User_53,0.9989666666666667,0.00487228808232178,19,0,0.6027804540452321
User_75,0.4425,0.05396596077002587,21,0,0.7771830891921652
